Compound;m/z;Charge;Retention time (min);CCS (angstrom^2);Chromatographic peak width (min);Identifications;Anova (p);q Value;Max Fold Change;Highest Mean;Lowest Mean;Isotope Distribution;Maximum Abundance;Minimum CV%;16.0257_P001_01 [1];16.0257_P002_01 [1];16.0257_P004 [1];16.0269_P004 [1];16.0269_P005 [1];16.0269_P006 [1];17.0421_P001 [1];17.0421_P002 [1];17.0421_P003 [1];17.0421_P004 [1];17.0421_P005 [1];17.0421_P006 [1];17.0421_P007 [1];17.0421_P008_02 [1];ts1512_171_B [1];ts1605_382_P003_E001 [1];ts1605_382_P004_E001 [1];ts1707_313_P002_E008 [1];ts1707_313_P002_E001 [1];16.0043_P003 [1];16.0043_P011 [1];16.0230_P014 [1];16.0230_P015 [1];16.0259_P001 [1];16.0280_P002 [1];16.0334_P001 [1];16.0352_P001 [1];16.0352_P002 [1];16.0394_P001 [1];16.0394_P003 [1];16.0394_P004 [1];16.0394_P006 [1];16.0394_P016 [1];16.0412_P004 [1];16.0412_P005 [1];16.0436_P003 [1];16.0436_P004 [1];20180607_Blank_1 [1];20180607_Blank_2 [1];20180607_Blank_3 [1];20180607_Blank_4 [1];20180607_Blank_5 [1];20180607_Blank_6 [1];Blank 1 [1];Blank 2 [1];Blank 3 [1];Blank 4 [1];Blank 5 [1];Blank 6 [1];Blank 7 [1];Blank 8 [1];Blank 9 [1];Blank 10 [1];Blank 11 [1];Blank b1 [1];Blank b2 [1];Blank b3 [1];Blank b4 [1];Blank b5 [1];Blank b6 [1];Blank b7 [1];Blank b8 [1];Blank b9 [1];Blank b10 [1];Blank b11 [1];Blank b12 [1];Blank b13 [1];Blank b14 [1];Blank b15 [1];Blank b16 [1];16.0187_P001 [1];16.0187_P008 [1];16.0269_P002 [1];16.0269_P003 [1];16.0437_P002_01 [1];16.0455_P002_5ug_mL [1];17.0315_P005_5ug_mL [1];17.0477_P003_5ug_mL [1];17.03150_P001_5ug_mL [1];ts1512_170_P008_E001 [1];ts1603_373_P001_E001 [1];ts1605_141_P002_E001 [1];ts1605_406_P002_02_E001 [1];ts1609_167_P004_E001 [1];ts1610_343_P003_E001_50ug_mL [1];ts1610_343_P004_E001_50ug_mL [1];ts1611_309_P001_E001 [1];ts1707_313_P001_E001 [1]
11.42_562.1365m/z;562.1365489;1;11.42116667;227.3393328;0.050183333;0;0.002052022;0.00036416;Infinity;Cocaine;Heroin;100 - 7.33;0.669813431;231.28;0;0;0;0;0;0;0;5.989530296;2.289330194;1.625675152;2.821919541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085164051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.069761887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.30_572.4363m/z;572.4363447;1;11.3041;231.2040004;0.20065;0;0.00206664;0.000366619;312.6955698;Cocaine;NPS;100 - 17.8 - 0.697;17.05276064;134.69;0;0;0;0;0;0.089346519;0;127.7564458;61.80491419;63.54982721;69.22255601;0.483610888;0.577893886;0.320963568;0;0;0;0.196894111;0;0.140247349;0.056805502;0.762554807;0.250297245;0.378293564;0.533398596;0;0.003481198;0.065460062;0.372348272;6.964485771;0.189431838;0.326786266;0;0;0.067340199;0;0;0.76528395;0;0;0.195549766;0;0;0;0;0;0;0;0;0;0.065252172;0.023028268;0;0.080354092;0;0.189386512;0;0.00513844;0.086926524;0;0;0.17333896;0;0.198660211;0.093591279;0.253051059;0.228521164;0.001364969;0.081428881;0.078074652;0;0;0;0;0.079675593;0.199031891;0.142602685;0.101541528;0;0;0;0.072254762;0;0;0;0.223129282;0.093794214;0.069594735
11.90_771.6096m/z;771.6095635;1;11.8977;303.6362423;0.083616667;0;0.002068477;0.000366809;6.781790598;NPS;Cocaine;41 - 100 - 27.3 - 2.38;14.297241;135.66;0;2.608571048;28.82800059;0.600015402;0;0;3.188550072;0.748138379;0;2.582443143;0.545194267;0;0;0;0;0;0;0.954523061;0;0.645140373;16.65414698;43.78955033;42.79525788;25.33892149;0.310678699;0.019044722;0;5.18897079;10.67434582;6.007988407;7.372504609;10.82519935;7.541231485;1.094984677;0.018880367;0.921261651;0.001628826;3.474361237;3.898850617;0.474445841;0.401769267;0.469717038;0.782130528;8.106164275;39.67641383;54.30071369;51.919504;21.0777888;2.636457593;0.720587589;1.34519997;7.609593021;17.61307453;16.52661182;3.289900495;9.169822384;7.324220723;2.238149731;0.328028856;0.050547948;0;0.79364763;10.14358608;23.39591563;55.62831408;35.47275074;0.97580761;0;2.550667914;7.643616084;15.45991074;53.84730816;19.54449012;48.78967757;0.855389979;3.22693445;0.455953947;0;1.940522683;57.94718875;1.005546792;20.82897363;4.921271218;15.93169745;0.934056285;0.343428181;2.308185599;9.009802442
11.29_314.1238m/z;314.1237676;1;11.28738333;170.902803;0.066866667;0;0.002076546;0.000368104;Infinity;Cocaine;Heroin;100 - 6.73;0.878810793;279.47;0;0;0;0;0;0;0;10.58351267;1.500682304;2.170724633;2.023890289;0;0;0;0.418595172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055154364;0;0;0.045986131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090630798;0;0;0;0;0;0;0.161506103;0
12.84_598.6210m/z;598.6209915;1;12.84165;282.2767671;0.025116667;0;0.002080672;0.000368699;Infinity;Cocaine;Blank;100 - 25.1;0.268543526;222.11;0;0;0;0;0;0;0;0.491064983;0.459854885;1.915857394;0.358788744;1.87676098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008656276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.95_530.3899m/z;530.3899246;1;10.95453333;219.9687382;0.165633333;0;0.00208969;0.000370161;Infinity;Cocaine;Heroin;100 - 13.1;1.853915812;282.97;0;0;0;0;0;0;0;22.50580358;3.830563435;4.506526481;4.381506934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.47_459.3234m/z;459.3233813;1;11.47131667;236.1795659;0.250883333;0;0.00209265;0.000370549;35.78322035;Cocaine;Heroin;100 - 32.5;31.37030682;70.98;1.888910691;2.225763944;1.980541288;1.542058847;1.310941312;1.111497255;2.281393347;87.31969072;164.2823381;158.637717;158.7467474;6.489952173;0.278215167;1.124350733;0.656473827;1.81085087;1.407345821;1.270573253;1.670467818;0.523660609;0.534104457;1.078832547;0.016621444;0.811712275;0.772292521;0.950227243;1.194645097;1.308747619;0.817779419;4.766967233;0.340123052;0.644643604;0.240069451;0.770603854;0.344223102;0.239130237;0.425792452;0.290765375;0.248754039;0.209243632;0.096053084;0.064820815;0.17085848;13.41752048;11.40778192;13.82018814;12.83955692;12.77735837;13.97001114;10.71251345;10.30488159;9.707907002;11.59560978;11.03250966;1.21889642;0.732334214;0.73411543;0.384501456;0.374141013;0.425808463;0.541272328;0.378934384;0.956991036;0.159849641;0.598897875;0.59212101;0.563030571;0.499145771;1.467773272;0.701723084;11.09741014;14.37555775;12.13130286;12.74039059;9.803004219;0.375485239;0.619228945;0.331560854;0.096780065;12.32421635;12.26037198;10.83744254;10.51166032;12.81580826;0.281671804;0.284633797;13.21629828;12.95285617
12.61_657.4974m/z;657.4973714;1;12.60728333;258.8863373;0.050416667;0;0.002107954;0.000373121;857.8344578;Cocaine;NPS;100;1.429828743;204.47;0;0;0.123092079;0;0;0;0;9.140966315;5.702046338;5.057848024;7.142793354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.145493255;0.769981662;0;0;0;0;0;0;0.14962122;0;0;0;0;0;0;0;0.003694055;0;0;0;0;0;0;0;0;0;0;0;0;0;0.567038309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030002196;0;0;0;0;0;0;0;0;0;0;0;0;0
12.25_798.6761m/z;798.6760538;1;12.2478;312.4490367;0.025083333;0;0.002118557;0.000374859;3.677035606;NPS;Cocaine;89.2 - 100;2.204150933;83.6;0;0.45068876;1.626634859;2.264660362;0.489330144;0.525833676;2.683191193;0;0;0;0;0.864112722;0.612607006;0;0;0.571692489;0.261156815;0.336786539;0.702607092;0.645844915;0.983722509;1.070445989;0.699497437;1.198318166;2.482674031;1.872552701;0;0.116653874;2.14990606;0;0.232586394;0;0;0.116631405;0;0;0;2.818348171;0;1.058085993;0.452174328;2.171560071;0;2.109740982;3.397556517;2.195447499;2.887815456;2.188296196;2.148477922;4.467675125;5.889281238;3.333592902;2.009756256;3.873565434;0;0;0;0;0;0;0;0.321486518;1.452361856;0.379332183;0.14823879;1.33491732;0.288422733;0;1.210386189;0.945807725;3.601279039;3.061565968;4.709096169;0.577925541;6.088438186;2.28222576;0.209062599;0;2.138242716;1.303196199;1.488814215;1.270404872;0.281933478;5.554272606;2.471560283;0.039626033;2.679199957;1.917873165
13.12_464.1102m/z;464.1101881;1;13.12431667;213.6443605;0.826366667;0;0.002120408;0.000375049;14.28318686;Cocaine;NPS;100 - 18.1 - 84 - 12.3;2472.805327;11.38;86.50096871;95.62725379;149.6468964;117.272801;104.6621729;103.2425369;68.7267789;6716.26986;12917.58025;9905.824053;10041.72541;1208.490439;844.9550513;585.4109231;3460.948122;97.18794714;88.64233402;312.9122105;77.6752029;184.1918355;187.901026;185.7028904;148.2246081;184.3078185;190.7611827;180.9977501;213.7685981;229.3204107;200.1120247;162.0768129;163.7180397;189.6429329;176.0191047;176.5988159;187.2630186;228.9907218;170.6839462;0;0;0;0;0;0;232.6543023;236.3398869;271.5652015;232.9572678;280.8381272;271.4711423;278.2818778;264.1750408;234.7604557;290.663174;271.806215;177.8281527;179.0616374;198.4091016;188.1668089;198.7640765;175.6779075;214.7534165;205.9379876;215.1364346;234.3366979;164.5345684;159.1744339;187.8913078;197.6179913;212.5747017;187.1160492;248.9926861;290.7841608;277.8000738;266.1338394;273.7760314;0;0;0;0;254.4750227;241.9171153;297.8853651;226.2837413;269.8893387;0;0;196.8294903;271.5191792
12.20_584.4333m/z;584.4333064;1;12.1976;239.2225819;0.041816667;0;0.002143417;0.000378979;Infinity;Cocaine;NPS;100;1.621631009;139.91;0;0;0;0;0;0.628292365;0;9.232685788;5.196278527;9.521381424;6.082575377;0;0;0;0.149775693;0;0;0;0;0.133906796;0.484098305;0.2870871;0;0;0.840336442;0;0.281889453;0;0;0;0.458329113;0.236265148;0;0;0;0;0.601315419;0.848872865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.308349544;0.421392543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.34_909.7725m/z;909.7724853;1;12.33975;331.8305518;0.066883333;0;0.002160426;0.000381845;9.3447591;Heroin;Cocaine;100;1.525087871;88.27;0;0.946153217;0;0;0;0;0.711459737;0;0;0;0;0;0;0;0;0.458736805;0;0;0.984497383;0.86881375;2.297923254;1.081147891;2.56428538;3.687415648;4.480219846;0.261628341;1.705564275;2.907258788;2.125587389;0;0;0;0;0.331171846;1.858270674;1.238032182;2.044262414;8.109293467;0.994390143;2.327633536;0.575531546;2.04249578;1.119697275;0;0;0;0;0;0;0.277237477;0;0;0;0;0;0;0.520857943;0;0.571259953;1.457426557;1.357069535;0.420751941;1.134456472;1.133411419;2.284844211;1.773019779;5.253769065;1.858061976;2.73469695;4.567718187;0;0;0;0;0;4.749925618;0.375530344;3.053822403;1.961398908;0;0;0;0.346834653;0;2.56849969;0.734060423;0;0
11.22_316.2821m/z;316.2820546;1;11.2205;191.2592264;0.083633333;0;0.002169023;0.000383224;2.372056645;NPS;Cocaine;100 - 2.62;1.923188175;42.71;0.695982561;0.398381075;0.945076427;1.173926701;1.241828794;1.112038568;1.002659416;0.366041754;0;0.0382931;0.025976442;0.891733211;0.838182066;2.052733441;0.083428993;1.050799382;1.250924404;1.294650017;0.941940077;0.943364334;0.511441451;0.611182561;0.977533406;0.747088896;1.804203806;1.370820424;1.559016781;1.056617848;1.787471175;0.2534722;1.028147704;1.046704302;0.723556983;1.041076854;0.959678013;0.96052099;0.505815717;0.634418689;0.381690099;0.456620957;0.143331479;0.540620157;0.476188776;2.720029369;2.49310271;3.075364742;2.529206261;2.569720541;2.361520646;2.974891368;2.545582169;2.221337841;2.948666201;2.735253616;0.566005385;0.838865163;1.325765927;0.801540492;0.749380162;0.892242038;0.637609813;0.814124814;1.360242796;2.619569319;0.900926608;1.130595502;0.838747253;1.411590298;0.733097718;1.222341051;2.613165461;2.874874149;2.88535141;3.182494355;2.881524277;0.501457497;0.122363792;0.310726496;0.408701484;3.149494779;2.347843378;2.27009903;2.104208701;2.743339679;1.000715476;0.683472817;1.968774496;2.568779877
11.36_688.5185m/z;688.5184816;1;11.36263333;264.7652402;0.3511;0;0.002176273;0.000384363;891.7121466;Cocaine;NPS;100 - 18.5;12.95412764;178.49;0;0;0;0;0;0;0;38.42343156;66.82769698;69.71421087;70.94391529;0.112679197;0.106491298;0;0;0;0;0;0;0;0;0;0;0;0;0.067381441;0;0.233685333;0;0.449972162;0;0.281742019;0;0.753439714;0.427239215;0;0;0;0.07543239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.473361642;0.23158592;0.165333749;0.209031449;0.399366411;0;0;0;0;0;0;0.110868744;0;0;0;0;0;0.107052018;0;0;0;0;0;0;0.15443853;0;0;0;0;0;0;0;0;0
11.23_462.4936m/z;462.4935976;1;11.22885;246.6016306;0.025083333;0;0.002190722;0.000386773;Infinity;Cocaine;Heroin;100;0.381812099;244.06;0.273632179;0.362191501;0;0;0;0;0.568130368;0;0;0;0;0;0;0;0;1.909429263;3.751551803;0;0.389494774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.62_779.3035m/z;779.3034533;1;11.6218;291.9909864;0.0418;0;0.002230053;0.000393448;Infinity;NPS;Heroin;100 - 6.86;0.776745751;90.02;0;0;0;0;0;0;0;11.87355423;0;0.316341768;0.170792478;0;0;0;2.005533623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.165180855;0;0;0;0.283343253;0.189837388;1.141852942;1.257201018;0.31839376;0;0.487400435;0.653988718;1.081193691;0.427838915;1.241727867;1.215267688;0.929779477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.007420084;2.201462019;1.205485917;2.161388137;0;0;1.34404499;0;0.527855571;1.362176157;1.355795267;0.21683333;0.217287266;0.711158481;0.426323955;0.665103321;0.205817324;0.373271692
11.35_456.3529m/z;456.3528726;1;11.34591667;204.0072965;0.07525;0;0.002230168;0.000393448;192.1051024;Cocaine;Blank;100 - 11.8;3.227517121;155.46;0;0;0;0;0;0;0;33.50743435;9.134945419;9.419400792;9.261044745;0;0;0;0;0;0;0;0;0;0.008216538;0.008435788;0;0.033341823;0.060209548;0.008410482;0.066272448;0.001803428;0.044984898;0.008757087;0.008519938;0.183672554;0.011463639;0.021767956;0.01683102;0.006460896;0.015369881;0;0;0;0;0;0;0;0;0;0;0;0;0.050621028;0;0;0;0;0.048600556;0;0.01103994;0;0.064704705;0.003576593;0.242395665;0.026865799;0;0.027320314;0;0.016889562;0.013802671;0;0.010705863;0.037903309;0;0;0;0;0;0;0.169855557;0.077621922;0.042783688;0;0;0;0;0;0.169067016;0;0;0
12.80_814.6757m/z;814.6756661;1;12.79985;316.855919;0.058533333;0;0.002231888;0.000393606;2.727914582;Cocaine;Heroin;91.1 - 100 - 4.59;75.58847619;63.91;25.54649032;24.20002825;135.136578;67.77417525;18.61468141;30.22948791;40.81424949;2.618993725;15.18340416;34.9064534;51.19011084;109.5748834;227.4149276;216.7417395;0;62.46145332;75.24405255;202.883825;95.64551345;5.580408011;1.442586505;3.134668396;2.209813337;4.525863937;5.188154791;1.470432486;5.958705237;10.76643599;13.08817174;29.8686868;69.80203722;83.81883022;110.7349225;98.50464138;32.44705563;12.15998288;8.065162676;36.20052473;49.11617844;39.0347127;39.7499889;44.02104182;49.1772371;163.8366522;154.1099122;139.2304043;120.0572217;112.8293275;102.8839262;58.9135478;26.96716189;27.50865323;44.49479089;65.7877027;48.92103289;72.44774821;112.034583;119.5112656;92.65924056;15.87907506;9.078887798;10.67832316;5.842066861;4.132379699;0.589419764;3.488174573;1.527719131;9.152255884;4.984199725;7.503393463;174.9131187;123.7672142;104.1262455;111.8417656;85.48391626;30.58385445;42.65834182;38.6675589;37.19265819;126.7833682;24.00905268;48.36336325;26.53119306;104.6423183;42.43361705;43.74494994;148.3023711;32.65099781
12.29_889.7149m/z;889.7148516;1;12.2896;334.6055321;0.025083333;0;0.002242205;0.000395281;50.73604788;NPS;Heroin;100 - 8.31;0.518367079;144.54;0;0;0;0;0.197330985;0;0.423449462;0;0;0;0;0;0;0;0;0;0.166978337;0;0;0;0.183904892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.282481156;0.859637897;0.100052876;0.522718933;0.355151995;0.651000749;0;0.748174453;2.316470608;1.307867659;0.458293978;0;0;0;0;0;0;0;0;0;0;0;0.173463846;0;0;0;0;0.238989974;0.023456423;0.018087854;0.637842957;0.073190576;0;0;0;0;0.472365064;1.230594998;1.403731954;2.139340314;0.897555797;0;0;0;2.195451517
12.01_532.5256m/z;532.5256202;1;12.01315;255.3260996;0.040233333;0;0.00224356;0.000395374;Infinity;Cocaine;Blank;100;0.988713622;249.9;0;0;0;0;0;0;0;0;0.356661296;0.267390887;0.672918789;1.450978759;7.591084129;0.197732427;0;0;0;8.248792524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.162658358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.443904691;0;0;0;0;0;0;0
12.72_338.5108m/z;338.5108437;1;12.72458333;198.056724;0.11705;0;0.002259022;0.000397953;Infinity;NPS;Heroin;100;5.1726456;143.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05887884;0;0.158786446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.15470321;19.55214425;9.327888967;17.17112038;16.87329804;13.55037006;0;0;0;0.081618762;0;0;0;0.485376107;0;0.07185747;0.184582898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.110429907;0;0;0;0;0;0.089533012;15.58272586;14.95152728;15.58788402;15.77690919;0;0.060484882;0.272240595;0.372963977;0.077237621;13.2030401;16.79895567;0;0.334118597
11.85_496.4187m/z;496.4187043;1;11.84753333;224.8584397;0.309233333;0;0.002267784;0.00039935;86.22137844;Cocaine;Heroin;100 - 11;52.68721711;63.38;0.718754552;4.805216943;0.921131376;3.00790915;0.164904569;1.538932638;8.316104033;138.7436311;262.9109176;284.471661;291.1398769;0.484106826;0;0;0.659396824;0.43419012;0.128443399;0.312915243;2.299032764;0;0;1.44491044;4.681156696;0.967991101;0.145130098;0.214753588;0.13405575;0.490947958;0.297031633;0.754832704;0.33562083;0.6025777;0;0.215861919;0.714316784;0;5.60E-05;3.697705758;6.163692741;1.807211327;4.174512806;3.66805309;5.023379128;0.949208123;0.009827673;0.340589161;1.32676501;2.873969597;0.716484838;1.267654547;1.839640033;0.730941765;1.206011517;1.06205225;1.055967027;0.372880331;0.063049375;0.227300449;0.341429331;0.259230054;0.358915599;0.318762056;0.341793784;2.271636757;2.819045248;1.62428154;1.618226066;0;0.052267703;0;0.327289632;2.122677327;1.749700014;0.459599584;1.107744527;3.022220668;1.593659403;1.971088893;3.510547981;1.018976554;0.501238927;1.585083763;0.521602642;1.647909171;3.100318295;3.822060068;0.655027103;2.324466571
12.43_846.6783m/z;846.6782863;1;12.43173333;320.9961879;0.025066667;0;0.002282244;0.000401749;Infinity;NPS;Heroin;100;0.209117175;152.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.249103625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46015883;0;0.514124167;0;0.729306245;0.035807394;0;0;0;0;0.264108875;0.075048578;0;0;0.236219505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.610332802;0;0;0;0.133172947;0.348909254;0;0.401630725;1.214023774;0;0;0.337038007;0;0.284611068;0.42950983;0;0;0.004880745
11.76_355.3653m/z;355.3653308;1;11.75558333;205.2145287;0.033433333;0;0.002295906;0.000404006;30.10335347;Blank;Cocaine;100;0.471174092;87.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29738573;0;0;0;0;0.271059177;0;0.33534245;0.545610604;0.307316363;0.607813042;0;0.963955543;1.1164879;0.796553053;0.451267249;0.389779626;0.074439742;0;0;0.513125737;1.203817626;0.311471975;1.106269947;0.936198141;1.81593554;0.508441191;1.860957641;0.692537144;0;0;0;0.146567029;0;0.291693832;0;0.231103922;0.168220286;0.409404602;0;0;0.141009124;0.468154284;0.743166765;0.519810202;0.180605704;0.829325663;0;0.321817322;1.387828147;0.424276877;0;0.886212981;0.319001878;0;1.160206828;0.087000538;0;0;0;0;1.353686394;1.527745734;1.720627874;0.421016295;0;0;0.100965021;0.336175617;0.187079831;0.620037858;1.52507429;0;0
13.21_705.5431m/z;705.5430776;1;13.2079;288.9054114;0.117033333;0;0.002305152;0.000405484;3.702996936;NPS;Heroin;100 - 36.8 - 5.63;31.29613792;55.09;0.752929218;0.739693376;0.609832786;0;0.503132346;0.299474373;3.177457553;0;2.647449744;41.60519822;38.37894194;13.5492292;0.680314904;0;0;1.411639466;3.149357515;0.615630952;403.4642518;4.42258756;7.731765426;5.095052928;3.962356766;8.114218947;4.486852438;5.877588924;7.75893778;4.525900719;7.028687698;11.12280577;11.89770193;13.45350948;23.28264544;5.186249301;9.819194578;8.099913497;10.26229136;23.93141948;21.68115598;18.75241799;13.71187846;15.22825702;6.333936072;13.60353851;7.695784406;2.317580605;1.55538938;5.005021818;5.109915027;4.208086488;2.684332831;4.925275803;6.261927586;269.1848712;13.81953256;24.08085303;17.65755758;7.640321169;5.953827956;9.805582322;9.155089034;4.938160575;3.246978869;4.204291389;3.265571943;6.617975893;8.11458356;5.78607608;4.570362904;7.046390441;7.492451379;0.832530555;5.31842718;2.752728833;2.61950894;15.62855605;9.068078963;6.123189334;16.53758572;4.257500461;5.549743844;19.89259056;4.258567005;415.7264938;7.598803136;5.197359944;29.17097461;5.305392316
13.20_926.7967m/z;926.7966706;1;13.19956667;346.1406502;0.058533333;0;0.002306329;0.000405543;5.210634688;Heroin;NPS;100 - 8.36;6.755233208;92.82;5.628599607;1.126116641;2.138191855;6.492354206;4.860510805;8.663999617;3.492531675;0;0;0;0;0;0;3.100224735;0;6.01907592;5.142588826;2.867434149;1.436240805;1.75831185;0.786826854;2.834100969;5.871072602;6.305677286;12.38474291;13.28021092;20.2542435;19.08305075;10.89937447;0.323549146;1.079227253;3.049966823;3.557165352;4.05236;11.20718687;3.794438819;1.072691371;0;0.540337306;0;0;0.291165995;0;0.310332046;0.877456312;0.994915207;0;1.441881145;3.041860104;0.310255406;3.988982053;2.414685116;5.06464312;6.474382506;0;5.209122807;3.345314767;4.568126187;6.646023056;3.284062284;3.436151576;1.160581333;1.264159975;1.521720799;4.361336208;6.186682251;13.76410332;12.32396652;12.78991425;15.69246036;0.961538266;0;1.760570493;0;2.583905922;0;0;0;0;0.913944598;3.94194985;4.35717219;2.120666036;3.908767772;0;0;0.292042182;2.495217513
12.42_560.0723m/z;560.0722776;1;12.42335;215.2880656;0.016733333;0;0.002307843;0.00040566;Infinity;Cocaine;Heroin;100 - 19.7;0.739672172;249.72;0;0;0;0;0;0;0;0;2.699741509;1.680863743;2.106285062;0;0;0;7.566880952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.13_993.6873m/z;993.6872555;1;12.13075;344.9919891;0.0418;0;0.002321214;0.000407762;Infinity;Cocaine;NPS;100 - 15.6;2.478041182;206.45;0;10.48496753;2.021464981;0;0;0;4.246942713;0;0;0;0;0;0;1.305421916;0;0;7.945727137;1.354331274;19.7239269;0;0;0;0;0;8.502487963;2.813592175;0;0;2.122367149;1.388068812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4311196;0;0.78004027;3.303460105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.85_838.7611m/z;838.7610796;1;11.84753333;330.7194934;0.016716667;0;0.002321501;0.000407762;5.365120479;Cocaine;Heroin;100 - 3.79;2.008906697;62.52;2.839137679;4.595228565;3.265759695;3.405706001;2.088558177;3.384706455;3.230053161;0;0;0;0;0;0.008018735;0;0;6.3202133;5.894660882;1.252113752;1.885070833;0;0.818063438;1.005605142;0.771785939;1.462379801;1.057137536;0.04602134;0;0.160710132;1.009835337;0;0;0.000566952;0;0;0.407784136;0;0;9.424218465;2.611706653;1.545130408;1.523262296;5.047175344;3.155629753;0.44718253;0.688632953;1.412306283;1.472571836;0.31969855;0.230128079;1.088275435;1.955440483;1.512772607;2.260727158;0.746659608;0;0;0;0;0.002519147;0;0.765105691;0.804584963;0.882878078;0.089521404;1.778439751;1.544134758;1.248843841;1.284838254;1.741308546;0.710956595;1.292092603;2.600130105;0.544589569;2.937309047;0.533962358;3.732551943;1.51191771;2.535979016;3.080867153;1.771602745;1.688123786;1.430309627;0.682007709;0.731415028;0.660874832;3.075973187;1.155788691;0.418572196
